tier,source_id,cab,file,size
scalar-full-source,223229245,CAB-b3e0b8c4680d4ae6441ebd1ab11ddecd,ActivityDemoRemielleLoop.json,49891
scalar-full-source,223229245,CAB-b3e0b8c4680d4ae6441ebd1ab11ddecd,native-object.raw,5648
scalar-full-source,223229245,CAB-b647d7766cda4255b7dfa7ceb9c1e29e,ActivityRemielleCameraPageFadeOut.json,14740
scalar-full-source,223229245,CAB-b647d7766cda4255b7dfa7ceb9c1e29e,native-object.raw,2004
scalar-full-source,223229245,CAB-b72f4d083267e7b0b3d3498c138c587b,ActivityDemoRemielleShowFadeIn.json,249232
scalar-full-source,223229245,CAB-b72f4d083267e7b0b3d3498c138c587b,native-object.raw,25448
scalar-full-source,223229245,CAB-bba49b5335b1faa89a5a69b6aecf4e70,native-object.raw,3876
scalar-full-source,223229245,CAB-bba49b5335b1faa89a5a69b6aecf4e70,RemiellePanelColor1FadeIn.json,42875
scalar-full-source,223229245,CAB-c75034754d58d772fdef75b9b93c5fe3,ActivityRemielleCameraMissionRowFadeIn.json,14748
scalar-full-source,223229245,CAB-c75034754d58d772fdef75b9b93c5fe3,native-object.raw,1996
scalar-full-source,223229245,CAB-debb31c4d53c4ffc7acf4beeadef7d29,native-object.raw,37640
scalar-full-source,223229245,CAB-debb31c4d53c4ffc7acf4beeadef7d29,RemiellePanelWingFadeIn.json,378484
scalar-full-source,223229245,CAB-e2149a58521a1ecd40af05d00c3b2e31,ActivityDemoRemielleChangeFadeIn.json,80901
scalar-full-source,223229245,CAB-e2149a58521a1ecd40af05d00c3b2e31,native-object.raw,8784
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,acl-database-bulk.bin,61408
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_Loop.json,793329
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,native-object.raw,86540
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,streaming-info.json,339
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,acl-database-bulk.bin,14061
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_Loop.json,260704
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,native-object.raw,35872
scalar-full-source,2329494380,CAB-77cc6dc8396de31b951456b5a60ca2a5,streaming-info.json,335
scalar-full-source,2364458862,CAB-6cc26b479da3ddcf68c466973a389429,acl-database-bulk.bin,1427021
scalar-full-source,2364458862,CAB-6cc26b479da3ddcf68c466973a389429,native-object.raw,503868
scalar-full-source,2364458862,CAB-6cc26b479da3ddcf68c466973a389429,streaming-info.json,338
scalar-full-source,2364458862,CAB-6cc26b479da3ddcf68c466973a389429,TL_C31_05_SC010_Avatar_Remielle.json,1763971
scalar-full-source,2375779530,CAB-0047acc1e8eee635d68aa600539aa2f3,Eff_RemielleOrigin_Attack_Normal_02_01_Trail.json,96470
scalar-full-source,2375779530,CAB-0047acc1e8eee635d68aa600539aa2f3,native-object.raw,10584
scalar-full-source,2375779530,CAB-09ef7a9f9219f904bae6ef5f9c7491b4,Eff_RemielleOrigin_Attack_QTE_27_Trail.json,13449
scalar-full-source,2375779530,CAB-09ef7a9f9219f904bae6ef5f9c7491b4,native-object.raw,1892
scalar-full-source,2375779530,CAB-0bbdfcc633c06f9a7d25a8ea2f9d1379,Eff_RemielleOrigin_Attack_QTE_29_Trail.json,36403
scalar-full-source,2375779530,CAB-0bbdfcc633c06f9a7d25a8ea2f9d1379,native-object.raw,4080
scalar-full-source,2375779530,CAB-0f6804ef18d49904c392d50ec6aec5e7,Eff_RemielleOrigin_Attack_Normal_04_11_Trail.json,36132
scalar-full-source,2375779530,CAB-0f6804ef18d49904c392d50ec6aec5e7,native-object.raw,4364
scalar-full-source,2375779530,CAB-0fe557bc38625ef90e729c9dada35a86,Eff_RemielleOrigin_Attack_QTE_17_Trail.json,42285
scalar-full-source,2375779530,CAB-0fe557bc38625ef90e729c9dada35a86,native-object.raw,4696
scalar-full-source,2375779530,CAB-25dce4ff58465e58646a4b45e8362c53,Eff_RemielleOrigin_Attack_Normal_04_20_Trail.json,20265
scalar-full-source,2375779530,CAB-25dce4ff58465e58646a4b45e8362c53,native-object.raw,2368
scalar-full-source,2375779530,CAB-3883affc862d136a4e049240e5399943,Eff_RemielleOrigin_Attack_Normal_04_13_Trail.json,35287
scalar-full-source,2375779530,CAB-3883affc862d136a4e049240e5399943,native-object.raw,4276
scalar-full-source,2375779530,CAB-6f45b089093a780a6ad80cca5e58be83,Eff_RemielleOrigin_Attack_Normal_04_12_Trail.json,36177
scalar-full-source,2375779530,CAB-6f45b089093a780a6ad80cca5e58be83,native-object.raw,4364
scalar-full-source,2375779530,CAB-79ce0b956e89d4399a3f744500bcdda6,Eff_RemielleOrigin_Attack_Normal_03_01_Trail.json,37436
scalar-full-source,2375779530,CAB-79ce0b956e89d4399a3f744500bcdda6,native-object.raw,4312
scalar-full-source,2375779530,CAB-8193a02d4a78f9617384a9e8c5ea21ee,Eff_RemielleOrigin_Attack_QTE_28_Trail.json,30218
scalar-full-source,2375779530,CAB-8193a02d4a78f9617384a9e8c5ea21ee,native-object.raw,3512
scalar-full-source,2375779530,CAB-916b13b0130f208744c1b7fda2976888,Eff_RemielleOrigin_Attack_Normal_04_08_Trail.json,34379
scalar-full-source,2375779530,CAB-916b13b0130f208744c1b7fda2976888,native-object.raw,4188
scalar-full-source,2375779530,CAB-94e1567f225fb3d51f2c5cf57f3bbdf6,Eff_RemielleOrigin_Attack_Normal_01_02_Trail.json,44387
scalar-full-source,2375779530,CAB-94e1567f225fb3d51f2c5cf57f3bbdf6,native-object.raw,4964
scalar-full-source,2375779530,CAB-954b1957e6e3a97cd629eff4386c99d8,Eff_RemielleOrigin_Attack_Normal_04_01_Trail.json,20829
scalar-full-source,2375779530,CAB-954b1957e6e3a97cd629eff4386c99d8,native-object.raw,2644
scalar-full-source,2375779530,CAB-9d6345116776493cf934015e41f03c0e,Eff_RemielleOrigin_Attack_Normal_04_02_Trail.json,20835
scalar-full-source,2375779530,CAB-9d6345116776493cf934015e41f03c0e,native-object.raw,2644
scalar-full-source,2375779530,CAB-a653bb162dbe15d132f570068fc4aea3,Eff_RemielleOrigin_Attack_Normal_04_09_Trail.json,42551
scalar-full-source,2375779530,CAB-a653bb162dbe15d132f570068fc4aea3,native-object.raw,4788
scalar-full-source,2375779530,CAB-a9830d212f4d966161fa0fc9ca42ac75,Eff_RemielleOrigin_Attack_Normal_04_21_Trail.json,21174
scalar-full-source,2375779530,CAB-a9830d212f4d966161fa0fc9ca42ac75,native-object.raw,2424
scalar-full-source,2375779530,CAB-c8b099547ec1dde2b4eaadda93a5a096,Eff_RemielleOrigin_Attack_QTE_41_Trail.json,18751
scalar-full-source,2375779530,CAB-c8b099547ec1dde2b4eaadda93a5a096,native-object.raw,2404
scalar-full-source,2375779530,CAB-d4bc13f9b423fa8a7e794eefeeb84f14,Eff_RemielleOrigin_Attack_Normal_03_02_Trail.json,30916
scalar-full-source,2375779530,CAB-d4bc13f9b423fa8a7e794eefeeb84f14,native-object.raw,3636
scalar-full-source,2375779530,CAB-d7cf53303011d50a0e01494de0c0a645,Eff_RemielleOrigin_Attack_Normal_04_10_Trail.json,36054
scalar-full-source,2375779530,CAB-d7cf53303011d50a0e01494de0c0a645,native-object.raw,4364
scalar-full-source,2375779530,CAB-dfc0f6d91fdf361651b727aa5ff375cc,Eff_RemielleOrigin_Attack_QTE_33_Trail.json,17665
scalar-full-source,2375779530,CAB-dfc0f6d91fdf361651b727aa5ff375cc,native-object.raw,2324
scalar-full-source,2375779530,CAB-f4f32e801ff3c5ab872b326eb85fa51b,Eff_RemielleOrigin_Attack_Rush_01_Trail.json,25289
scalar-full-source,2375779530,CAB-f4f32e801ff3c5ab872b326eb85fa51b,native-object.raw,3084
scalar-full-source,2375779530,CAB-fbc21c224093a3b7b8317610dfb8036f,Eff_RemielleOrigin_Attack_Normal_04_14_Trail.json,36063
scalar-full-source,2375779530,CAB-fbc21c224093a3b7b8317610dfb8036f,native-object.raw,4364
scalar-full-source,2375779530,CAB-fc30d5cbae994bb0a062aafb5d0113f7,Eff_RemielleOrigin_Attack_Normal_01_01_Trail.json,19014
scalar-full-source,2375779530,CAB-fc30d5cbae994bb0a062aafb5d0113f7,native-object.raw,2468
scalar-full-source,24427665,CAB-033581278efab1e57530b03113c46c6b,acl-database-bulk.bin,9427
scalar-full-source,24427665,CAB-033581278efab1e57530b03113c46c6b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Skill02_AirState_Front.json,255005
scalar-full-source,24427665,CAB-033581278efab1e57530b03113c46c6b,native-object.raw,37492
scalar-full-source,24427665,CAB-033581278efab1e57530b03113c46c6b,streaming-info.json,334
scalar-full-source,24427665,CAB-08820125b7bf6b817e5b3618cd163e7b,acl-database-bulk.bin,9518
scalar-full-source,24427665,CAB-08820125b7bf6b817e5b3618cd163e7b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Burst_Ex_Max01.json,247696
scalar-full-source,24427665,CAB-08820125b7bf6b817e5b3618cd163e7b,native-object.raw,32036
scalar-full-source,24427665,CAB-08820125b7bf6b817e5b3618cd163e7b,streaming-info.json,334
scalar-full-source,24427665,CAB-09a485904e38c953a58ffc5e617a7fb0,acl-database-bulk.bin,9356
scalar-full-source,24427665,CAB-09a485904e38c953a58ffc5e617a7fb0,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchIn_Attack_Ex_Start.json,249268
scalar-full-source,24427665,CAB-09a485904e38c953a58ffc5e617a7fb0,native-object.raw,33048
scalar-full-source,24427665,CAB-09a485904e38c953a58ffc5e617a7fb0,streaming-info.json,334
scalar-full-source,24427665,CAB-09ef39187a2740f027e2e532e297e22d,acl-database-bulk.bin,5241
scalar-full-source,24427665,CAB-09ef39187a2740f027e2e532e297e22d,Avatar_Female_Size02_Remielle_Ramiel_Ani_Walk_Start.json,242179
scalar-full-source,24427665,CAB-09ef39187a2740f027e2e532e297e22d,native-object.raw,27736
scalar-full-source,24427665,CAB-09ef39187a2740f027e2e532e297e22d,streaming-info.json,334
scalar-full-source,24427665,CAB-11f61711d5fb5ea3877976d392f8216b,acl-database-bulk.bin,7626
scalar-full-source,24427665,CAB-11f61711d5fb5ea3877976d392f8216b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Walk_to_Run_01.json,247121
scalar-full-source,24427665,CAB-11f61711d5fb5ea3877976d392f8216b,native-object.raw,31660
scalar-full-source,24427665,CAB-11f61711d5fb5ea3877976d392f8216b,streaming-info.json,334
scalar-full-source,24427665,CAB-1863e057d3fae27883a1bb63f7f984c0,acl-database-bulk.bin,14413
scalar-full-source,24427665,CAB-1863e057d3fae27883a1bb63f7f984c0,Avatar_Female_Size02_Remielle_Ani_Skill04_AirState_Back.json,259974
scalar-full-source,24427665,CAB-1863e057d3fae27883a1bb63f7f984c0,native-object.raw,41260
scalar-full-source,24427665,CAB-1863e057d3fae27883a1bb63f7f984c0,streaming-info.json,335
scalar-full-source,24427665,CAB-19b56fafd068f36be10d78fe98e88513,acl-database-bulk.bin,12186
scalar-full-source,24427665,CAB-19b56fafd068f36be10d78fe98e88513,Avatar_Female_Size02_Remielle_Ramiel_Ani_HitFly_Front.json,255717
scalar-full-source,24427665,CAB-19b56fafd068f36be10d78fe98e88513,native-object.raw,37900
scalar-full-source,24427665,CAB-19b56fafd068f36be10d78fe98e88513,streaming-info.json,335
scalar-full-source,24427665,CAB-1ea78866b09d4e0bc66b47a9acd3a7e4,acl-database-bulk.bin,7932
scalar-full-source,24427665,CAB-1ea78866b09d4e0bc66b47a9acd3a7e4,Avatar_Female_Size02_Remielle_Ramiel_Ani_Run_Transform_01.json,246835
scalar-full-source,24427665,CAB-1ea78866b09d4e0bc66b47a9acd3a7e4,native-object.raw,31408
scalar-full-source,24427665,CAB-1ea78866b09d4e0bc66b47a9acd3a7e4,streaming-info.json,334
scalar-full-source,24427665,CAB-247eabe2a495c8544558bd122a33d2c6,acl-database-bulk.bin,11241
scalar-full-source,24427665,CAB-247eabe2a495c8544558bd122a33d2c6,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ParryAid_Start.json,258260
scalar-full-source,24427665,CAB-247eabe2a495c8544558bd122a33d2c6,native-object.raw,39956
scalar-full-source,24427665,CAB-247eabe2a495c8544558bd122a33d2c6,streaming-info.json,335
scalar-full-source,24427665,CAB-2759101c2667489da87a93662864bbc4,acl-database-bulk.bin,11892
scalar-full-source,24427665,CAB-2759101c2667489da87a93662864bbc4,Avatar_Female_Size02_Remielle_Ramiel_Ani_Finish_AirState_Front.json,256332
scalar-full-source,24427665,CAB-2759101c2667489da87a93662864bbc4,native-object.raw,38420
scalar-full-source,24427665,CAB-2759101c2667489da87a93662864bbc4,streaming-info.json,335
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,acl-database-bulk.bin,9582
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_04.json,248002
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,native-object.raw,32176
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,streaming-info.json,334
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,acl-database-bulk.bin,6077
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_04_End.json,246682
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,native-object.raw,31108
scalar-full-source,24427665,CAB-2dbdeb93600d0f68523e214379a91a47,streaming-info.json,337
scalar-full-source,24427665,CAB-3169914aacc4dcb4957ed488584f3963,acl-database-bulk.bin,6683
scalar-full-source,24427665,CAB-3169914aacc4dcb4957ed488584f3963,Avatar_Female_Size02_Remielle_Ramiel_Ani_Hit_L_Front.json,247859
scalar-full-source,24427665,CAB-3169914aacc4dcb4957ed488584f3963,native-object.raw,32008
scalar-full-source,24427665,CAB-3169914aacc4dcb4957ed488584f3963,streaming-info.json,334
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,acl-database-bulk.bin,3296
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Special_End.json,241079
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,native-object.raw,26928
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,streaming-info.json,334
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,acl-database-bulk.bin,3689
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Special.json,239584
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,native-object.raw,25836
scalar-full-source,24427665,CAB-3321e6401c930a139981e26f6bf4068d,streaming-info.json,337
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,acl-database-bulk.bin,9213
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_02.json,248038
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,native-object.raw,32176
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,streaming-info.json,334
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,acl-database-bulk.bin,5296
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_02_End.json,244923
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,native-object.raw,30036
scalar-full-source,24427665,CAB-3d3e45dc4db8b5594d6abfc28313ffdc,streaming-info.json,337
scalar-full-source,24427665,CAB-4098f62ae559142b6300765cb0c947d1,acl-database-bulk.bin,11096
scalar-full-source,24427665,CAB-4098f62ae559142b6300765cb0c947d1,Avatar_Female_Size02_Remielle_Ramiel_Ani_Hit_H_Front.json,253487
scalar-full-source,24427665,CAB-4098f62ae559142b6300765cb0c947d1,native-object.raw,36248
scalar-full-source,24427665,CAB-4098f62ae559142b6300765cb0c947d1,streaming-info.json,335
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,acl-database-bulk.bin,8386
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ParryAid_L_End.json,253752
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,native-object.raw,36388
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,streaming-info.json,334
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,acl-database-bulk.bin,1865
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ParryAid_L.json,237480
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,native-object.raw,24320
scalar-full-source,24427665,CAB-4a0ebf1132d3ef976542cf8c0b9a499d,streaming-info.json,337
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,acl-database-bulk.bin,8012
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_01.json,247135
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,native-object.raw,31696
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,streaming-info.json,334
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,acl-database-bulk.bin,5276
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_Normal_01_End.json,245844
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,native-object.raw,30516
scalar-full-source,24427665,CAB-56e0df31a81aaacb92b832fdff073966,streaming-info.json,337
scalar-full-source,24427665,CAB-58215d85374a5041bbb255c71e4aba54,acl-database-bulk.bin,6275
scalar-full-source,24427665,CAB-58215d85374a5041bbb255c71e4aba54,Avatar_Female_Size02_Remielle_Ramiel_Ani_Move_F_AirBack_Loop.json,244931
scalar-full-source,24427665,CAB-58215d85374a5041bbb255c71e4aba54,native-object.raw,30000
scalar-full-source,24427665,CAB-58215d85374a5041bbb255c71e4aba54,streaming-info.json,334
scalar-full-source,24427665,CAB-59950699f8393536cc14e8e711c7814b,acl-database-bulk.bin,5693
scalar-full-source,24427665,CAB-59950699f8393536cc14e8e711c7814b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ChangeState.json,243870
scalar-full-source,24427665,CAB-59950699f8393536cc14e8e711c7814b,native-object.raw,29168
scalar-full-source,24427665,CAB-59950699f8393536cc14e8e711c7814b,streaming-info.json,334
scalar-full-source,24427665,CAB-59c5bbbe266c7018425cbb0115aae3a4,acl-database-bulk.bin,3334
scalar-full-source,24427665,CAB-59c5bbbe266c7018425cbb0115aae3a4,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchOut_Normal.json,239631
scalar-full-source,24427665,CAB-59c5bbbe266c7018425cbb0115aae3a4,native-object.raw,25792
scalar-full-source,24427665,CAB-59c5bbbe266c7018425cbb0115aae3a4,streaming-info.json,334
scalar-full-source,24427665,CAB-59eec167a8a1403cba6af340c962e93a,acl-database-bulk.bin,10243
scalar-full-source,24427665,CAB-59eec167a8a1403cba6af340c962e93a,Avatar_Female_Size02_Remielle_Ramiel_Ani_Evade_Back_02.json,253944
scalar-full-source,24427665,CAB-59eec167a8a1403cba6af340c962e93a,native-object.raw,36508
scalar-full-source,24427665,CAB-59eec167a8a1403cba6af340c962e93a,streaming-info.json,335
scalar-full-source,24427665,CAB-6057e5b426b43f8d0f6e954f8882d737,acl-database-bulk.bin,12798
scalar-full-source,24427665,CAB-6057e5b426b43f8d0f6e954f8882d737,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchIn_Normal.json,258615
scalar-full-source,24427665,CAB-6057e5b426b43f8d0f6e954f8882d737,native-object.raw,40172
scalar-full-source,24427665,CAB-6057e5b426b43f8d0f6e954f8882d737,streaming-info.json,335
scalar-full-source,24427665,CAB-60e18895b6cab9f6aed209c8e06671c9,acl-database-bulk.bin,6135
scalar-full-source,24427665,CAB-60e18895b6cab9f6aed209c8e06671c9,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ChangeState_02.json,244024
scalar-full-source,24427665,CAB-60e18895b6cab9f6aed209c8e06671c9,native-object.raw,29252
scalar-full-source,24427665,CAB-60e18895b6cab9f6aed209c8e06671c9,streaming-info.json,334
scalar-full-source,24427665,CAB-6adcbbac80a1fda0d99823bd6bd22c96,acl-database-bulk.bin,6417
scalar-full-source,24427665,CAB-6adcbbac80a1fda0d99823bd6bd22c96,Avatar_Female_Size02_Remielle_Ramiel_Ani_Dash_Loop.json,246561
scalar-full-source,24427665,CAB-6adcbbac80a1fda0d99823bd6bd22c96,native-object.raw,31016
scalar-full-source,24427665,CAB-6adcbbac80a1fda0d99823bd6bd22c96,streaming-info.json,334
scalar-full-source,24427665,CAB-6cc75649fbd2a348e6b9deaf520ecfb0,acl-database-bulk.bin,10123
scalar-full-source,24427665,CAB-6cc75649fbd2a348e6b9deaf520ecfb0,Avatar_Female_Size02_Remielle_Ramiel_Ani_Evade_Back.json,255275
scalar-full-source,24427665,CAB-6cc75649fbd2a348e6b9deaf520ecfb0,native-object.raw,37496
scalar-full-source,24427665,CAB-6cc75649fbd2a348e6b9deaf520ecfb0,streaming-info.json,335
scalar-full-source,24427665,CAB-6f4095b29b26e5771e6115f35b02adb7,acl-database-bulk.bin,7681
scalar-full-source,24427665,CAB-6f4095b29b26e5771e6115f35b02adb7,Avatar_Female_Size02_Remielle_Ramiel_Ani_Run_Loop_02.json,247108
scalar-full-source,24427665,CAB-6f4095b29b26e5771e6115f35b02adb7,native-object.raw,31560
scalar-full-source,24427665,CAB-6f4095b29b26e5771e6115f35b02adb7,streaming-info.json,334
scalar-full-source,24427665,CAB-70591b070c367c4966cb7415f773dd09,acl-database-bulk.bin,12623
scalar-full-source,24427665,CAB-70591b070c367c4966cb7415f773dd09,Avatar_Female_Size02_Remielle_Ramiel_Ani_Evade_Front.json,259753
scalar-full-source,24427665,CAB-70591b070c367c4966cb7415f773dd09,native-object.raw,40984
scalar-full-source,24427665,CAB-70591b070c367c4966cb7415f773dd09,streaming-info.json,335
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,acl-database-bulk.bin,3563
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ParryAid_H.json,239733
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,native-object.raw,26080
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,streaming-info.json,337
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,acl-database-bulk.bin,6353
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_ParryAid_H_End.json,247088
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,native-object.raw,31492
scalar-full-source,24427665,CAB-70c0173c75bb3a38dd3530b65d44a09b,streaming-info.json,334
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,acl-database-bulk.bin,5245
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_AssaultAid.json,243211
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,native-object.raw,28528
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,streaming-info.json,337
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,acl-database-bulk.bin,8923
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,Avatar_Female_Size02_Remielle_Ramiel_Ani_Attack_AssaultAid_End.json,251730
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,native-object.raw,34916
scalar-full-source,24427665,CAB-73a08bd0a8b0cfc0ff517ae27cba4e4f,streaming-info.json,334
scalar-full-source,24427665,CAB-748a34dca84327bc625dff092d29280c,acl-database-bulk.bin,5101
scalar-full-source,24427665,CAB-748a34dca84327bc625dff092d29280c,Avatar_Female_Size02_Remielle_Ramiel_Ani_Idle_Loop.json,244897
scalar-full-source,24427665,CAB-748a34dca84327bc625dff092d29280c,native-object.raw,29720
scalar-full-source,24427665,CAB-748a34dca84327bc625dff092d29280c,streaming-info.json,334
scalar-full-source,24427665,CAB-7a060b11843c8865f1ec60614748d6de,acl-database-bulk.bin,16589
scalar-full-source,24427665,CAB-7a060b11843c8865f1ec60614748d6de,Avatar_Female_Size02_Remielle_Ramiel_Ani_QuestStart.json,263280
scalar-full-source,24427665,CAB-7a060b11843c8865f1ec60614748d6de,native-object.raw,43624
scalar-full-source,24427665,CAB-7a060b11843c8865f1ec60614748d6de,streaming-info.json,335
scalar-full-source,24427665,CAB-7b8912ed168e93725571e463e95560ba,acl-database-bulk.bin,6678
scalar-full-source,24427665,CAB-7b8912ed168e93725571e463e95560ba,Avatar_Female_Size02_Remielle_Ramiel_Ani_Run_Transform_02.json,245692
scalar-full-source,24427665,CAB-7b8912ed168e93725571e463e95560ba,native-object.raw,30480
scalar-full-source,24427665,CAB-7b8912ed168e93725571e463e95560ba,streaming-info.json,334
scalar-full-source,24427665,CAB-809407bd67df85975ce73f0327660f97,acl-database-bulk.bin,2687
scalar-full-source,24427665,CAB-809407bd67df85975ce73f0327660f97,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchOut_AirState_Back.json,238866
scalar-full-source,24427665,CAB-809407bd67df85975ce73f0327660f97,native-object.raw,25220
scalar-full-source,24427665,CAB-809407bd67df85975ce73f0327660f97,streaming-info.json,334
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,acl-database-bulk.bin,9981
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchIn_Attack_End.json,252267
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,native-object.raw,35328
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,streaming-info.json,334
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,acl-database-bulk.bin,5770
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,Avatar_Female_Size02_Remielle_Ramiel_Ani_SwitchIn_Attack.json,245231
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,native-object.raw,30236
scalar-full-source,24427665,CAB-8442043eec25932a90a631b649ac63e3,streaming-info.json,337
scalar-full-source,24427665,CAB-87b041ee67052d246c6db5312981185f,acl-database-bulk.bin,8169
scalar-full-source,24427665,CAB-87b041ee67052d246c6db5312981185f,Avatar_Female_Size02_Remielle_Ramiel_Ani_Finish_Ex_AirState_Start.json,249557
